,abv,adv_score,avg_rating,beer_desc,beer_name,beer_type,brewery,num_ratings,style_rank,total_rank
3872,5.8%,72.0,3.08,,Blue Moon Caramel Apple Spiced Ale,Herb and Spice Beer,Coors Brewing Company (Molson-Coors),451.0,299.0,49185.0
3873,4.8%,84.0,3.76,"We honor our Pops with this beer. His vision built the Leisure Time ice brand decades ago and inspired us to build Jack’s Abby as a family business. Leisure Time Lager is brewed with wheat and a blend of spices including lemongrass, coriander, orange peel and chamomile. A subtle spiciness balances the citrusy and floral hops added to the whirl and hopback. Relax and enjoy! Leisure Time Lager uses locally grown wheat from MA.,
,
15 IBU	",Leisure Time,Herb and Spice Beer,Jack's Abby Brewing,472.0,32.0,32187.0
3875,5.8%,83.0,3.67,"Coney Island Hard Root Beer is a new twist on an old favorite. With hints of vanilla, licorice and birch, this root beer will bring you back to the boardwalk.	",Hard Root Beer,Herb and Spice Beer,Coney Island Brewing Company,484.0,71.0,40442.0
3876,6.5%,76.0,3.32,"This spiced amber-wheat ale is our celebration of the arrival of Autumn. Using the finest malted barley and a small amount of wheat for mouthfeel, Jaw-Jacker displays a brilliant orange-amber color, despite the absence of pumpkin in the recipe. The addition of cinnamon, all-spice, and nutmeg (in the exact proportions of a family pumpkin pie recipe) creates a refreshingly spicy, season brew.	",Jaw-Jacker,Herb and Spice Beer,Arcadia Brewing Company,488.0,278.0,48328.0
3877,8%,83.0,3.66,"Marketed as ""Real Ginger Brew"" in the USA.,
,
Ginger Ale is brewed using fresh fragrant raw ginger.,
Malts: Marris Otter, Munich, Crystal, Chocolate,
Hops: Chinook, Perle, Styrian Golding,
Adjuncts: raw ginger	",Hitachino Nest Real Ginger Ale,Herb and Spice Beer,Kiuchi Brewery,524.0,74.0,41105.0
3878,5%,82.0,3.62,"Based on Franklin’s original recipe, which called for barley, molasses, and essence of spruce, our Tavern Spruce is as approachable and engaging as was the man himself. We source blue spruce clippings from a local organic farmer, steeping them in the kettle to create this one-of-a-kind deep amber ale.	",Poor Richard's Tavern Spruce Ale,Herb and Spice Beer,Yards Brewing Co.,611.0,111.0,43176.0
3879,5.8%,80.0,3.53,"Formerly Rosie and Hibiscus Wheat ,
,
Tart summer ale infused with 12lbs of Hibiscus flowers and a touch of orange peel. Her sexy pink hue, leaves her to be desired.	",Rosa Hibiscus Ale,Herb and Spice Beer,Revolution Brewing,680.0,193.0,45885.0
3880,5.5%,81.0,3.58,,Blue Moon Cinnamon Horchata Ale,Herb and Spice Beer,Coors Brewing Company (Molson-Coors),734.0,150.0,44686.0
3881,4.5%,79.0,3.45,"For this ambitious liquid time capsule, we used ingredients and traditions plucked from Egyptian hieroglyphics.,
,
Ta Henket is brewed with an ancient form of wheat and loaves of hearth-baked bread, and it's flavored with chamomile, dom-palm fruit and Middle Eastern herbs. To ferment this earthy ancient ale, Sam and friends traveled to Cairo, set out baited petri dishes and captured a native Egyptian saccharomyces yeast strain.,
,
7 IBU	",Ta Henket,Herb and Spice Beer,Dogfish Head Craft Brewery,745.0,245.0,47234.0
3882,5.6%,82.0,3.64,"Skillful in shallow waters, yet adept when it becomes deep and rough, Dead Rise boats were specifically crafted to navigate the unique waters of the Chesapeake. Our Dead Rise, a summer ale brewed with OLD BAY, was brewed to support True Blue, a groundbreaking initiative to support the Maryland Blue Crab industry.,
,
Malt: Proprietary,
Hop: Proprietary,
Yeast: Proprietary,
Brewed with Old Bay Seasoning and Lemon.,
25 IBU	",Dead Rise Old Bay Summer Ale,Herb and Spice Beer,Flying Dog Brewery,789.0,87.0,42338.0
3883,5.9%,87.0,3.87,"Rosée D’Hibiscus is a delicate wheat beer with a floral and lightly acidic character. Its beautiful pink colour comes from the hibiscus flowers used in the brewing process. A perfumed aroma invokes fresh pink grapefruit and the pleasing texture persists nicely. A refreshing, quenching ale perfect for hot summer days & nights.	",Rosée D'Hibiscus,Herb and Spice Beer,Brasserie Dieu du Ciel!,790.0,10.0,18100.0
3884,8.5%,84.0,3.74,"This beer is based on a beverage that may have been enjoyed by the Etruscans of Ancient Italy around 800 BC. A strong ale containing an Italian heirloom grain called Cappelli Senatore, along with pomegranate juice, raisins, and hazelnut flour, together with 3 types of honey: chestnut, wildflower, and clover. Spiced with several hop flowers, Gentian root and tree resin (think Myrrh) in the kettle.	",Birra Etrusca,Herb and Spice Beer,Dogfish Head Craft Brewery,799.0,38.0,34508.0
3885,4.2%,78.0,3.43,"Agave complements the refreshingly light quality of our wheat and adds a subtle note of flavor that expands this beer’s uplifting taste profile. It is familiar, yet creative.	",Agave Wheat,Herb and Spice Beer,Breckenridge Brewery,1128.0,253.0,47554.0
3886,5.3%,82.0,3.62,"10 Ingredients:,
Malts: Northwest Harrington, Crystal,,
Triumph, Maier Munich & C-15.,
Hops: Styrian Golding & Amarillo.,
Specialty: Juniper berries. Rogue' s Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.,
,
13º PLATO,
34 IBU,
77 AA,
3º Lovibond	",Juniper Pale Ale,Herb and Spice Beer,Rogue Ales,1332.0,110.0,43355.0
3887,4.5%,78.0,3.44,,Good Juju,Herb and Spice Beer,Left Hand Brewing Company,1336.0,249.0,47446.0
3888,10%,85.0,3.79,"Let's travel back in time again for another Dogfish Head Ancient Ale (Midas Touch was our first foray and Theobroma our most recent). Our destination is 9,000 years ago, in Northern China! Preserved pottery jars found in the Neolithic villiage of Jiahu, in Henan province, have revealed that a mixed fermented beverage of rice, honey and fruit was being produced that long ago, right around the same time that barley beer and grape wine were beginning to be made in the Middle East!,
,
Fast forward to 2005. Molecular archaeologist Dr. Patrick McGovern of the University of Pennsylvania Museum of Archaeology and Anthropology calls on Dogfish Head to re-create another ancient beverage, and Chateau Jiahu is born.,
,
In keeping with historic evidence, Dogfish brewers use brown rice syrup, orange blossom honey, muscat grape, barley malt and hawthorn berry. The wort is fermented for about a month with sake yeast until the beer is ready for packaging.,
,
10 IBU	",Chateau Jiahu,Herb and Spice Beer,Dogfish Head Craft Brewery,1450.0,25.0,28432.0
3889,8%,84.0,3.74,"Swedish flags are a fairly common sight in our part of the country. Holiday parties often have warm concoctions of spices and booze at the ready to knock the ice off of toes while raising spirits. We were inspired by a “Glögg” party, deciding on the spot to brew a beer that pays tribute to this Nordic tradition. 2XMAS ale combines traditional brewing ingredients with figs, orange peels, cardamom, cinnamon, clove and ginger root. It’s a holiday addition to the 2X line and another reason to toast to the season, but unlike Glögg, we recommend serving this one chilled.	",2XMAS,Herb and Spice Beer,Southern Tier Brewing Company,1611.0,35.0,34593.0
3890,9%,85.0,3.76,"This sweet yet dry beer is made with ingredients found in 2,700-year-old drinking vessels from the tomb of King Midas. Somewhere between wine and mead, Midas will please the chardonnay and beer drinker alike.,
,
12 IBU	",Midas Touch,Herb and Spice Beer,Dogfish Head Craft Brewery,5018.0,30.0,32335.0
3891,1.5%,,3.35,"In the distant past, the Slavs revered the inflammatory and merry God of the sun of Jarila. They believed in his ability to awaken the inner strength of man and fill with the joy of life. Today, our everyday life revives the kvass ""Yarilo"", each breath of which greatly invigorates and quenches thirst. The product of live fermentation on the basis of grain crops used traditionally for the preparation of kvass, ""Jarilo"" has a rich bread taste and a pleasant aroma. It perfectly refreshes and quickly gives a sense of recovery of vitality.	",Yarilo Fair/Legal Kvass (ЯРИЛО СПРАВЖНыЙ Квас),Kvass,Yarilo,3.0,,
3893,1.2%,,2.19,,Tauras Gira Nefiltruota,Kvass,Vilniaus Tauras,4.0,,
3895,1.2%,,3.5,,Bread Kvass (Kvas Хлебный),Kvass,Bouquet Of Chuvashia (Cheboksarskaya Pivovariya),4.0,,
3896,4.5%,,4.0,,Cornbread Kvass,Kvass,Jester King Brewery,4.0,,
3898,,,2.21,,Olimpia Kvas,Kvass,SP Etrus,4.0,,
3899,1.2%,,3.94,,"Family Secret Customized, Fragrant (Boiled, Flavored) Household Kvass (Семе",Kvass,Ochakovo,4.0,,
3901,,,3.91,,Drevlyansky Kvass,Kvass,Radomyshlskij Pivovarennyj Zavod,4.0,,
3902,1.2%,,3.98,Семейный секрет Бородинский домашний Квас	,Family Secret Borodino Household Kvass,Kvass,Ochakovo,4.0,,
3904,,,3.19, ,Ilguciema Kvass,Kvass,Ilgezeem,4.0,,
3905,1.2%,,3.0,,Ochakovskiy Kvass (1.2%),Kvass,Ochakovo,5.0,,
3907,3.3%,,4.0,"We partnered with Patisserie 46, a South Minneapolis French bakery, to make Pass the Kvassier, a light, refreshing kvass ale with rich spicy notes, a light tartness, and subtle stone fruit undertones to accompany a lightly sour, malty beer that goes down easy at just 3.3% ABV. Sixty loaves of Patisserie 46's vollkornbrot (a german sour rye bread) and some rye malt were used to make a mash that was then fermented using the bakery’s sourdough yeast culture	",Pass The Kvassier,Kvass,Wild Mind Artisan Ales,5.0,,
3908,,,3.1,"Nikola is a natural live-fermentation kvass. It contains only natural ingredients: baking yeast, barley and rye malt, sugar and purified water. The traditional production technology and natural raw materials contribute to the outstanding consumer properties of the beverage, its excellent ability to quench thirst, medicinal and invigorating properties. Nikola kvass also boasts a number of health benefits: it prevents the spread of germs because the product contains lactic acid, vitamins, amino acids, sugars and micronutrients.	",Nicola for Okroshka Kvass (Никола для Окрошка Квас),Kvass,Deka Brewery,5.0,,
3910,0.5%,,3.25,,Rīgas Kvass,Kvass,Gutta,5.0,,
3911,1.2%,,3.48,Produced at Deka but owned by PepsiCo.	,Russian Gift Kvass (Русский Дар Квас),Kvass,Deka Brewery,5.0,,
3912,,,3.4,,Imperial Kvass Gira,Kvass,Volfas Engelman,5.0,,
3914,1.2%,,3.53,,Brordinskiy Classical Kvass (Бородинский Классический Квас),Kvass,Borodino ZAO,6.0,,
3916,1.2%,,3.01,,Smetoniška Gira,Kvass,Volfas Engelman,6.0,,
3918,0.5%,,3.49,,Malty,Kvass,Israel Beer Breweries Ltd.,6.0,,
3919,1.2%,,3.42,"Stepan Timofeevich is the traditional St. Petersburg brand of kvass which appeared on the market of the Northwestern Region in 2004, one of the first brands of its kind. In the beginning, the brand was virtually not supported by ads, and the design remained the same since the days of its first appearance on the market. ,
,
In September 2009 Deka Company expanded its brand portfolio by purchasing Stepan Timofeevich brand, the second largest market player in St. Petersburg. The purchase of Stepan Timofeevich (TM) was a strategic move by the company to improve its leading position on the second largest national market of Russia. The trademark has earned considerable loyalty of consumers in the North-West of Russia. ,
,
A traditional Russian kvass. Invigorates and strengthens the immune system with useful microelements and enzymes that are beneficial for digestion. Deka Company has retained the old recipe and improved the taste of Petersburgers’ favorite kvass.	",Stepan Timofeevich Kvass (Степан Тимофеевич Квас),Kvass,Deka Brewery,6.0,,
3921,0.5%,,3.23,,Lidsky Kvas,Kvass,Lidskoye Pivo OAO,6.0,,
3923,4.1%,,3.67,"A Russian-style Kvass combined with fresh squeezed orange juice to produce a delightful, refreshing summer ale. Pa-ye-kha-lee!,
,
6 IBUs	",PigMosa,Kvass,Pig Pounder Brewery,6.0,,
3924,,,3.11,,Verkin Pokhmil'nyy Kvass (веркин похмильный квас),Kvass,Monastyrskiy Kvas,7.0,,
3925,6.3%,,4.08,,Companions,Kvass,Sante Adairius Rustic Ales,7.0,,
3927,4.5%,,4.0,Kvass Ale made with red beets and sourdough rye bread	,Trial Of Dmitri,Kvass,Benchtop Brewing Company,8.0,,
3928,,,3.34,,Danilo Pohmilny Kvas,Kvass,"Darl, Tov",8.0,,
3929,,76.0,3.18,,Danilo Okroshka Kvas,Kvass,"Darl, Tov",10.0,16.0,52575.0
3930,2.8%,86.0,3.96,,Smoke Signals,Kvass,Fonta Flora Brewery,10.0,6.0,51715.0
3932,,77.0,3.29,,Danilo Classic Kvas,Kvass,"Darl, Tov",10.0,13.0,52574.0
3934,1.5%,76.0,3.21,,Pass The Kvassia,Kvass,Long Beach Beer Lab,10.0,15.0,51106.0
3935,1.5%,81.0,3.61,,Monastyrskiy Black Currant Kvas,Kvass,Monastyrskiy Kvas,10.0,8.0,52573.0
3937,4.4%,89.0,4.17,Kvass inspired farmhouse ale.	,Zyto,Kvass,Fox Farm Brewery,12.0,2.0,15232.0
3939,,76.0,3.27,,Krushka & Bochka Kvass,Kvass,Pivovarinniy Zavod Samko,12.0,14.0,42930.0
3940,1.2%,78.0,3.39,,Kvas Yahont,Kvass,Moskovskaya Pivovarennaya Kompaniya,13.0,12.0,41402.0
3941,,71.0,2.9,,Obolon Kwas Chlebowy,Kvass,Obolon Brewery,13.0,22.0,46423.0
3942,,75.0,3.15,,Nesher Malt,Kvass,Tempo Beer Industries LTD,13.0,18.0,44629.0
3943,,78.0,3.4,,Monastyrskiy Okroshka Kvass (Монастырский Окрошка Квас),Kvass,Monastyrskiy Kvas,13.0,11.0,41213.0
3944,1%,71.0,2.92,,Khlebny Kvass,Kvass,Gubernija Brewery,15.0,23.0,46774.0
3946,0.5%,71.0,2.94,,Duonos Gira Kvass,Kvass,Gubernija Brewery,16.0,21.0,46859.0
3948,1.2%,73.0,3.09,,Moskvas Classic(al) (москвас классический),Kvass,Moskovskaya Pivovarennaya Kompaniya,16.0,19.0,45909.0
3950,4%,86.0,3.9,Rye Kvass Ale. Collaboration with Chimera Tulsa.	,Ryemera,Kvass,American Solera,19.0,5.0,23479.0
3952,4.1%,91.0,4.21,"Formerly known as Rye Kvass,
,
Brewed with rye bread and caraway seeds.	",Kvass,Kvass,Scratch Brewing Company,21.0,1.0,9305.0
3954,1.2%,78.0,3.42,,Kvas Taras (квас тарас),Kvass,Slavutych Brewery,22.0,10.0,43181.0
3956,2.3%,89.0,4.06,,Shopping Spree,Kvass,Fonta Flora Brewery,22.0,3.0,14426.0
3958,1.2%,75.0,3.23,,Nicola Traditional,Kvass,Deka Brewery,23.0,17.0,45864.0
3959,1.2%,70.0,2.95,,Khlebny Kray,Kvass,Baltika Breweries,26.0,24.0,47986.0
3961,2%,84.0,3.73,,Kvass,Kvass,Beaver Brewing Company,27.0,7.0,32824.0
3963,1.5%,72.0,3.07,,Monastyrskiy Kvas,Kvass,Monastyrskiy Kvas,32.0,20.0,47817.0
3965,0.5%,79.0,3.49,"Kvas is a non-alcoholic cereal beverage which is produced from Sourdough Rye Bread, Malt and Sugar. Kvas has a golden-brown color, the pleasant flavor of Rye Bread, low sweetness and sufficient carbonate to give Kvas a sparkle on the palate.	",Kvas,Kvass,All Stars Bakery,45.0,9.0,44071.0
3966,4.4%,88.0,3.96,"A farmhouse ale brewed with bread from Miche Bread in Austin, Texas.	",Kvass,Kvass,Jester King Brewery,81.0,4.0,13088.0
3968,2%,67.0,2.84,,Ochakovskiy Kvass,Kvass,Ochakovo,125.0,25.0,49388.0
3969,4.8%,,4.1,"Collaboration with Kings County Brewers Collective,
,
We teamed up with our buddies at KCBC to brew this Crushy McCrusherson. An ultra-light lager, brewed with lightly kilned pilsner malt and jasmine rice. Snappy cracker malt, and subtle Saaz and Citra hops support the refreshing mix of Thai spice. Lemongrass is punchy and fragrant, Kaffir lime leaves tangy, and Thai basil contributing an underlying sweet/spicy herbal tone. Crisp & airy delight!	",Get Thai'd,Lager - Japanese Rice,Gun Hill Brewing Company,4.0,,
3971,8%,,1.27,,Siamsato,Lager - Japanese Rice,Siamsato Brewery,4.0,,
3972,4.2%,,2.72,,Dragon,Lager - Japanese Rice,Baltika Breweries,4.0,,
3973,4.5%,,3.59,,Poetry Snaps,Lager - Japanese Rice,Other Half Brewing Company,5.0,,
3975,4.25%,,3.53,,Ukiyo,Lager - Japanese Rice,Three Taverns Craft Brewery,5.0,,
3976,4.3%,,3.82,,Ikebana,Lager - Japanese Rice,Cigar City Brewing,5.0,,
3977,4%,,3.07,,Noodles,Lager - Japanese Rice,Birds Fly South Ale Project,5.0,,
3978,5%,,3.33,,Asahi Shunrei Karakuchi,Lager - Japanese Rice,Asahi Breweries Ltd,5.0,,
3980,5%,,3.72,,Lucky Cat,Lager - Japanese Rice,"Kizakura Sake Brewing Co., Ltd.",5.0,,
3981,5%,,3.69,,Hapa Beer,Lager - Japanese Rice,Great Divide Brewing Company,5.0,,
3983,5.8%,,3.91,"Pale straw-colored, this lager is crisp, quenching, incredibly light, and highly attenuated. Flavors of mild rice sweetness and soft lemon, gently dry-hopped with Lemondrop and Saphir.	",Tennō Dry,Lager - Japanese Rice,Schilling Beer Co.,5.0,,
3985,5%,,2.69,,Taiwan Beer Draft Beer Only 18 Days,Lager - Japanese Rice,Taiwan Tobacco & Liquor Corporation,6.0,,
3986,5%,,3.72,,Dandy Lager,Lager - Japanese Rice,The Dandy Brewing Company,6.0,,
3987,6%,,3.5,,Grand Kirin JPL,Lager - Japanese Rice,"Kirin Brewery Company, Limited",6.0,,
3989,4%,,3.5,A super crisp Japanese style lager beer made with Koji Rice and Sorachi Ace Hops. Refreshing and smooth no matter where in the world you are.	,Koji Gold,Lager - Japanese Rice,Proper Saké Co.,6.0,,
3990,5%,,3.92,A Crushable Rice Lager. Don't think any more information is necessary. Please Enjoy Responsibly.	,Jaws,Lager - Japanese Rice,Brouwerij West,6.0,,
